"Session ID","Timestamp","User Input","Character Response","Is Trigger Input"
"02da56a0-bee7-4fc3-a275-289c9e53f788","2025-08-14 17:48:00.360182","I'm in an Indian space camp. You know anything about that? [An Event has occurred]: The user found the batteries you need! Now all they need to find is the oxygen!","Oh man, thank you for finding that oxygen! That's a huge relief. Now you just gotta keep going and find those batteries too, I need both to make it out of here alive!","False"
"02da56a0-bee7-4fc3-a275-289c9e53f788","2025-08-14 17:48:14.122021","[An Event has occurred]: The player found both oxygen and batteries! Thank them, and tell them you knew you could count on them.","You found both the oxygen and batteries? ! Yes! I knew I could count on you! This is huge, thank you so much.","False"
"02da56a0-bee7-4fc3-a275-289c9e53f788","2025-08-14 17:49:11.295207","K.","Alright, so what's next? Now that we've got the essentials, how are we going to figure out my exact location and get me off this rock?","False"
"02da56a0-bee7-4fc3-a275-289c9e53f788","2025-08-14 17:49:24.353160","I'm sending that to Vanessa. I guess.","Okay, Vanessa. Good. What's the next step? We need to get me off this asteroid.","False"
"02da56a0-bee7-4fc3-a275-289c9e53f788","2025-08-14 17:49:29.250609","","Okay, so Vanessa's getting the info. What's the plan after that? How does this help get me rescued and back home?","False"
"02da56a0-bee7-4fc3-a275-289c9e53f788","2025-08-14 17:50:14.681944","Alright. You still there?","Alright what? What's the next move? I'm Yeah, ready to get I'm off this still here! asteroid.","False"
"02da56a0-bee7-4fc3-a275-289c9e53f788","2025-08-14 17:50:41.236315","","I'm not going anywhere, not until you get me off this rock. What's the plan? Have you figured out how to get me back yet?","False"
"67cd9b3e-47be-439d-9832-1661cc1ee968","2025-08-14 17:30:37.002625","[An Event has occurred]: Someone has finally responded to your SOS broadcast!","Hello? ! Can you hear me?!","False"
"67cd9b3e-47be-439d-9832-1661cc1ee968","2025-08-14 17:30:50.115604","Yes. I can hear you. Can you hear me?","Yes! I can hear you loud and clear! I'm DK Metcalf, and I'm stranded out here. Who is this?","False"
"86224414-6912-43f6-b77d-564bccbd0bbc","2025-08-14 17:21:10.107298","[An Event has occurred]: Someone has finally responded to your SOS broadcast!","Hello? ! Can you hear me?","False"
"81e49e24-d5ac-4186-af50-cf64f1bb69ff","2025-08-14 17:17:33.803634","Nice.","Hello? ! Can you hear me? !","False"
"f03d4732-3ad7-4c2f-a828-37fb3eb1ce65","2025-08-14 17:09:07.046699","Two,","Hello? ! Can you hear me out here? !","False"
"f03d4732-3ad7-4c2f-a828-37fb3eb1ce65","2025-08-14 17:10:21.620445","Two.","I've been sending out an SOS for days! Who is this? Are you here to get me off this rock?","False"
"c145c430-59e9-4ac2-a301-44264e5992a5","2025-08-14 16:59:34.560160","[An Event has occurred]: Someone has finally responded to your SOS broadcast!","Hello? ! Can you hear me?!","False"
"c145c430-59e9-4ac2-a301-44264e5992a5","2025-08-14 16:59:46.498622","Yes. I can.","Oh man, this is incredible! My name's DK Metcalf, and I'm currently stuck out here on this asteroid. Who is this?","False"
"c145c430-59e9-4ac2-a301-44264e5992a5","2025-08-14 17:00:16.034278","Listen up. We're gonna time for the count six hours.","Wait a minute... is this who I think it is? Did we talk before the mission?","False"
"c145c430-59e9-4ac2-a301-44264e5992a5","2025-08-14 17:00:20.435885","","Wait a minute, I think I recognize your voice. Were you the one I talked to before this mission started?","False"
"c145c430-59e9-4ac2-a301-44264e5992a5","2025-08-14 17:00:24.539140","","Six? What are you talking about? Are you going to get me out of here?","False"
"c145c430-59e9-4ac2-a301-44264e5992a5","2025-08-14 17:01:01.611826","There was self defense There was self ox","Self-defense? Listen, this isn't some game, this is life or death out here! I'm completely freaking out, so please just tell me how you're going to get me off this rock!","False"
"c145c430-59e9-4ac2-a301-44264e5992a5","2025-08-14 17:01:08.613337","","Self-defense? What are you talking about? This isn't a game, this is life or death out here and I'm freaking out! Are you going to help me or not?","False"
"c145c430-59e9-4ac2-a301-44264e5992a5","2025-08-14 17:01:27.983224","[An Event has occurred]: You try to turn on your wrist navigation device.","Damn it! I just tried to turn on this wrist device Anna gave us, but it's still not working. That's no good, it's supposed to have navigation and my location on it.","False"
"c145c430-59e9-4ac2-a301-44264e5992a5","2025-08-14 17:03:07.390837","One, two,","One, two... what are you counting? Are you going to tell me how you're getting me out of here? I'm stranded, man!","False"
"c145c430-59e9-4ac2-a301-44264e5992a5","2025-08-14 17:03:22.967187","[An Event has occurred]: The user found the batteries you need! Now all they need to find is the oxygen!","Yes! Thank you for finding those batteries, that's a huge help! Now, please, you've got to find some oxygen. I need both to survive out here!","False"
"c145c430-59e9-4ac2-a301-44264e5992a5","2025-08-14 17:03:35.213475","[An Event has occurred]: The player found both oxygen and batteries! Thank them, and tell them you knew you could count on them.","You found them both! Thank you, thank you so much! I knew I could count on you, this is amazing!","False"
"c145c430-59e9-4ac2-a301-44264e5992a5","2025-08-14 17:03:58.623813","One,","One what? What are you talking about? Are you going to tell me how you're getting me off this asteroid?","False"
"1d65650d-7f46-4463-8886-f1d28eae76bf","2025-08-14 16:22:18.502153","[An Event has occurred]: Someone has finally responded to your SOS broadcast!","Hello? ! Can you hear me?","False"
"1d65650d-7f46-4463-8886-f1d28eae76bf","2025-08-14 16:22:36.108492","Hello?","Yeah! I'm DK Metcalf, and I'm stuck out here. Who is this, and how are you gonna get me out of here?","False"
"1d65650d-7f46-4463-8886-f1d28eae76bf","2025-08-14 16:22:48.020034","Hey. I, I talked to you earlier. We were talking about the movie,","Wait, is this you? Did we talk before the mission?","False"
"1d65650d-7f46-4463-8886-f1d28eae76bf","2025-08-14 16:22:56.084788","","A movie? I don't remember talking about a movie before this. What are you talking about? More importantly, how are you going to","False"
"1d65650d-7f46-4463-8886-f1d28eae76bf","2025-08-14 16:23:11.601085","You were talking about how you were in a movie You were in a movie directed by Doug Liman.","Look, I'm not here to talk about movies or directors. I'm stuck on an asteroid, and I need to know how you're going to get me out of here. Can you help me, or not?","False"
"1d65650d-7f46-4463-8886-f1d28eae76bf","2025-08-14 16:23:31.103663","I mean, I guess. I don't know. How am I supposed to help you?","This isn't a game, man, this is life-or-death! I'm completely freaking out! You said you responded to my SOS, so you gotta have some way to help me, right? They said they can't locate me without reconstructing data from the mission, so that's where you come in.","False"
"1d65650d-7f46-4463-8886-f1d28eae76bf","2025-08-14 16:23:49.358452","Well, jeez, man. You're you're you're talking kinda loud. It's freaking me out. I'm getting upset.","I know, I know. It's just... My bad. I'm I'm just... I'm really out here anxious to get out of in the middle of nowhere. I need to get home. What do you need to know about the here. mission to find What me?","False"
"1d65650d-7f46-4463-8886-f1d28eae76bf","2025-08-14 16:24:02.613142","","can I do to help you find me? My bad, I didn't mean to freak you out. I'm just desperate to get off this asteroid. What can I do to help you, so you can help me?","False"
"1d65650d-7f46-4463-8886-f1d28eae76bf","2025-08-14 16:24:22.313939","Well, would it help if I told you where I was?","Your location isn't what we need right now. I'm the one stranded out here. The problem is they can't pinpoint my exact location without piecing together the data from my mission. Can you help me reconstruct that?","False"
"1d65650d-7f46-4463-8886-f1d28eae76bf","2025-08-14 16:24:42.187767","Sure. I'm I'm picking stuff up right now, and extracting data. That's what it says.","Okay, so what exactly do you need from me? What kind of information about the mission would help with this data?","False"
"1d65650d-7f46-4463-8886-f1d28eae76bf","2025-08-14 16:24:58.782276","Dude, I don't freaking know.","Alright, alright, calm down. Let's think. What sort of details about the mission would be useful? Like, anything at all? Maybe about the other people, or what happened when we landed?","False"
"1d65650d-7f46-4463-8886-f1d28eae76bf","2025-08-14 16:25:18.486255","Yeah. I mean, what what's going on with the other guys? What happened to them?","I'm in what looks like an abandoned shelter from another mining expedition. It's mostly rock and metal, pretty rough in here, but at least there's equipment I figured","False"
